2282592795180240,VISA 16 digit,purchase,2023-03-11T22:35:00.000Z,-102.0,31.3963,MEX,11045
060455561336,Discover,purchase,2023-07-05T07:09:00.000Z,-85.0,43.3963,USD,11907
4572904481771,Mastercard,purchase,2023-12-25T23:13:00.000Z,-108.0,36.3963,EUR,28466
4600480825566739779,JCB 15 digit,purchase,2023-07-10T00:32:00.000Z,-116.0,48.3963,KWD,16777
676353427898,Mastercard,purchase,2023-10-26T07:24:00.000Z,-110.0,42.3963,BHD,28483
3560436298420474,Discover,purchase,2023-01-31T01:38:00.000Z,-71.0,39.3963,GBP,14215
375376448905324,VISA 16 digit,purchase,2023-06-20T09:48:00.000Z,-92.0,34.3963,CHF,6237
38655591192445,Diners Club / Carte Blanche,purchase,2023-11-25T18:44:00.000Z,-90.0,38.3963,MEX,11627
3576294934146249,VISA 19 digit,purchase,2023-08-11T08:05:00.000Z,-82.0,40.3963,USD,29125
3527571006412116,VISA 13 digit,purchase,2023-12-22T07:17:00.000Z,-73.0,31.3963,EUR,10383
3536984118095563,JCB 16 digit,purchase,2023-01-29T19:39:00.000Z,-90.0,26.3963,KWD,617
3518487885818441,Discover,cash_advance,2023-11-24T18:37:00.000Z,-100.0,33.3963,BHD,9504
3558537831359071,JCB 16 digit,purchase,2023-08-14T19:35:00.000Z,-75.0,27.3963,GBP,10809
4016247552089465525,JCB 15 digit,purchase,2023-03-25T11:26:00.000Z,-115.0,48.3963,CHF,16791
5179420643259397,Discover,purchase,2023-10-07T20:51:00.000Z,-93.0,32.3963,MEX,234
3549009471169139,American Express,purchase,2023-02-10T14:21:00.000Z,-67.0,30.3963,USD,10614
4284935062837881,Maestro,cash_advance,2023-12-24T23:02:00.000Z,-73.0,47.3963,EUR,15064
3538158401136537,JCB 15 digit,purchase,2023-11-28T11:02:00.000Z,-109.0,45.3963,KWD,15766
3553373803516505,JCB 15 digit,purchase,2023-03-18T14:02:00.000Z,-72.0,37.3963,BHD,3279
2441199608543313,VISA 16 digit,purchase,2023-05-10T09:18:00.000Z,-113.0,35.3963,GBP,25127
4566791281217283,American Express,purchase,2023-05-07T21:20:00.000Z,-94.0,42.3963,CHF,4146
379497476378360,Maestro,purchase,2023-04-29T15:57:00.000Z,-94.0,27.3963,MEX,2733
6011747424785509,JCB 15 digit,purchase,2023-04-14T13:39:00.000Z,-118.0,30.3963,USD,24854
3583489192219594,Discover,purchase,2023-07-06T11:38:00.000Z,-97.0,26.3963,EUR,11103
630458543547,VISA 16 digit,purchase,2023-05-10T21:06:00.000Z,-78.0,35.3963,KWD,13923
4505163133468098,Maestro,cash_advance,2023-01-28T08:52:00.000Z,-76.0,37.3963,BHD,5998
